,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,1.1563749313354492,8.885797500610352,0.024520937353372574,7.999999999999929,0.2577234208583832,tensor(0.5039),0.48651575203984976
1,1,1.0475002527236938,8.89931869506836,0.023762397468090057,7.999999999999929,0.26013657450675964,tensor(0.4998),0.47485956992022693
2,2,1.045785665512085,8.89826488494873,0.02352418750524521,7.999999999999929,0.26233792304992676,tensor(0.5020),0.46963033895008266
3,3,1.068143367767334,8.87256145477295,0.02362416498363018,7.999999999999929,0.255573034286499,tensor(0.4900),0.46832417394034564
4,4,1.1118710041046143,8.837569236755371,0.02394033968448639,7.999999999999929,0.2647911012172699,tensor(0.4971),0.47175025404430926
5,5,1.0372958183288574,8.824532508850098,0.022919533774256706,7.999999999999929,0.26007968187332153,tensor(0.4993),0.4640435890760273
6,6,1.0468802452087402,8.80762767791748,0.02333351969718933,7.999999999999929,0.26797136664390564,tensor(0.5066),0.4772952781058848
7,7,0.9889811873435974,8.80569076538086,0.02258908376097679,7.999999999999929,0.2676444351673126,tensor(0.5095),0.4721122330520302
8,8,1.0222113132476807,8.780041694641113,0.02238832600414753,7.999999999999929,0.2631435990333557,tensor(0.5010),0.4539432879537344
9,9,1.0220694541931152,8.789141654968262,0.022614698857069016,7.999999999999929,0.26601290702819824,tensor(0.4944),0.4802763690240681
10,10,1.0078531503677368,8.754830360412598,0.022214332595467567,7.999999999999929,0.2638671100139618,tensor(0.4988),0.46460922877304256
11,11,1.0165693759918213,8.75815200805664,0.022306472063064575,7.999999999999929,0.26171064376831055,tensor(0.4944),0.4761319679673761
12,12,1.004152774810791,8.71845817565918,0.022083958610892296,7.999999999999929,0.266666054725647,tensor(0.4990),0.4631717470474541
13,13,1.0138483047485352,8.73720645904541,0.022162554785609245,7.999999999999929,0.2650722563266754,tensor(0.5007),0.4808622729033232
14,14,0.9288870692253113,8.713768005371094,0.02172665111720562,7.999999999999929,0.2653355896472931,tensor(0.4905),0.4747932821046561
15,15,0.9629031419754028,8.703923225402832,0.021805863827466965,7.999999999999929,0.270242303609848,tensor(0.5015),0.48501705401577055
16,16,0.9948193430900574,8.720062255859375,0.0217646062374115,7.999999999999929,0.2678978145122528,tensor(0.5010),0.48590840585529804
17,17,0.9961127638816833,8.68729305267334,0.021752560511231422,7.999999999999929,0.2685975432395935,tensor(0.5181),0.47978654503822327
18,18,1.002031683921814,8.678936958312988,0.021236563101410866,7.999999999999929,0.2687307894229889,tensor(0.5232),0.4660877790302038
19,19,1.0213873386383057,8.701720237731934,0.021072642877697945,7.999999999999929,0.26652440428733826,tensor(0.4958),0.43886193400248885
20,20,0.8702923655509949,8.671258926391602,0.020167799666523933,7.999999999999929,0.2744680643081665,tensor(0.5193),0.4744256210979074
21,21,0.9434376955032349,8.64407730102539,0.02046402543783188,7.999999999999929,0.2702689468860626,tensor(0.5085),0.46148131508380175
22,22,0.9590308666229248,8.620597839355469,0.02060900628566742,7.999999999999929,0.27378949522972107,tensor(0.5093),0.483207942917943
23,23,0.9015325903892517,8.654863357543945,0.02001078426837921,7.999999999999929,0.27305838465690613,tensor(0.4858),0.4720726308878511
24,24,0.9731427431106567,8.59665298461914,0.0198578629642725,7.999999999999929,0.2769371271133423,tensor(0.5125),0.46084336610510945
25,25,0.9223952889442444,8.632054328918457,0.019727976992726326,7.999999999999929,0.2610035240650177,tensor(0.4783),0.489148038206622
26,26,0.9499769806861877,8.60970401763916,0.019351018592715263,7.999999999999929,0.2666218876838684,tensor(0.4910),0.490289461100474
27,27,0.948769211769104,8.588168144226074,0.01974003203213215,7.999999999999929,0.27488672733306885,tensor(0.5012),0.4885728959925473
28,28,0.9394652247428894,8.561765670776367,0.019357949495315552,7.999999999999929,0.2759884297847748,tensor(0.5085),0.47821650304831564
29,29,0.9482617378234863,8.577484130859375,0.019693776965141296,7.999999999999929,0.26890942454338074,tensor(0.4961),0.4881770408246666
30,30,0.8081846237182617,8.619709968566895,0.018677914515137672,7.999999999999929,0.2775464951992035,tensor(0.4934),0.4742593008559197
31,31,0.8298923373222351,8.593727111816406,0.018753841519355774,7.999999999999929,0.2769111692905426,tensor(0.5149),0.48808007407933474
32,32,0.8725394010543823,8.556265830993652,0.018318666145205498,7.999999999999929,0.2742729187011719,tensor(0.4912),0.4772028641309589
