,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,1.3639494180679321,14.180476188659668,0.03547019138932228,12.499999999999952,0.1997675746679306,tensor(0.4868),0.7007503758650273
1,1,1.3573848009109497,14.157294273376465,0.035063665360212326,12.499999999999952,0.20426803827285767,tensor(0.5144),0.7657207627780735
2,2,1.4453248977661133,14.138090133666992,0.03475866839289665,12.499999999999952,0.20121809840202332,tensor(0.4927),0.6846208581700921
3,3,1.394913911819458,14.100460052490234,0.034130506217479706,12.499999999999952,0.20381708443164825,tensor(0.5098),0.6898462979588658
4,4,1.3127855062484741,14.046247482299805,0.03378285840153694,12.499999999999952,0.20135711133480072,tensor(0.4995),0.6886225689668208
5,5,1.1548817157745361,14.11583137512207,0.03308374807238579,12.499999999999952,0.20720359683036804,tensor(0.5015),0.6831976620014757
6,6,1.1820496320724487,14.04743766784668,0.033303529024124146,12.499999999999952,0.20071488618850708,tensor(0.4998),0.7024348650593311
7,7,1.2097398042678833,14.022522926330566,0.03288721293210983,12.499999999999952,0.2068919986486435,tensor(0.4915),0.6927325050346553
8,8,1.300705909729004,14.022701263427734,0.0326349139213562,12.499999999999952,0.19882391393184662,tensor(0.4995),0.6660021219868213
9,9,1.2492316961288452,13.996989250183105,0.0323009230196476,12.499999999999952,0.20715191960334778,tensor(0.4958),0.6555104339495301
10,10,1.3579859733581543,14.005431175231934,0.032110344618558884,12.499999999999952,0.2015167623758316,tensor(0.5005),0.6827997660730034
11,11,1.303335189819336,14.000847816467285,0.03272450342774391,12.499999999999952,0.20748060941696167,tensor(0.5076),0.6954337230417877
12,12,1.1960545778274536,13.944597244262695,0.031852833926677704,12.499999999999952,0.208892822265625,tensor(0.5095),0.654426165856421
13,13,1.2022907733917236,13.935805320739746,0.03169785812497139,12.499999999999952,0.2042032778263092,tensor(0.4966),0.6825668069068342
14,14,1.1927822828292847,13.922680854797363,0.031178195029497147,12.499999999999952,0.20088398456573486,tensor(0.5059),0.6630038020666689
15,15,1.2164543867111206,13.896839141845703,0.03164657577872276,12.499999999999952,0.20712289214134216,tensor(0.4893),0.6664140119682997
16,16,1.1809312105178833,13.905233383178711,0.030675726011395454,12.499999999999952,0.21165627241134644,tensor(0.4954),0.7047570010181516
17,17,1.0943632125854492,13.906227111816406,0.030459212139248848,12.499999999999952,0.2048085629940033,tensor(0.5022),0.6899282240774482
18,18,1.0580726861953735,13.915961265563965,0.029750550165772438,12.499999999999952,0.2033623605966568,tensor(0.4866),0.6692200519610196
19,19,1.1543986797332764,13.869650840759277,0.029743259772658348,12.499999999999952,0.21137705445289612,tensor(0.5051),0.6925339109729975
20,20,1.1321914196014404,13.80187702178955,0.029242271557450294,12.499999999999952,0.19950935244560242,tensor(0.4729),0.697201302042231
21,21,1.0703204870224,13.788947105407715,0.02959074079990387,12.499999999999952,0.21041080355644226,tensor(0.5061),0.695578500861302
22,22,1.1615456342697144,13.804251670837402,0.029382936656475067,12.499999999999952,0.20276637375354767,tensor(0.4895),0.6835318279918283
23,23,1.1879063844680786,13.78779125213623,0.029276061803102493,12.499999999999952,0.20781034231185913,tensor(0.4836),0.6913803110364825
24,24,1.1800720691680908,13.744654655456543,0.029049331322312355,12.499999999999952,0.20587575435638428,tensor(0.4998),0.6769567341543734
25,25,1.106469988822937,13.659894943237305,0.028546039015054703,12.499999999999952,0.20641861855983734,tensor(0.4912),0.679541656980291
26,26,1.050597906112671,13.687737464904785,0.02839149348437786,12.499999999999952,0.20930340886116028,tensor(0.5012),0.7080067219212651
27,27,0.9799001216888428,13.692946434020996,0.028186650946736336,12.499999999999952,0.20887605845928192,tensor(0.5027),0.6901079441886395
28,28,1.1115556955337524,13.655782699584961,0.02778257429599762,12.499999999999952,0.21463240683078766,tensor(0.5107),0.6687473179772496
29,29,0.9842507243156433,13.668252944946289,0.027417290955781937,12.499999999999952,0.21189764142036438,tensor(0.5056),0.6924292230978608
30,30,1.0981488227844238,13.597397804260254,0.027943555265665054,12.499999999999952,0.21148845553398132,tensor(0.4973),0.6617605239152908
31,31,1.119051218032837,13.631936073303223,0.02754048816859722,12.499999999999952,0.2089879959821701,tensor(0.5000),0.7127348489593714
32,32,1.0592485666275024,13.623431205749512,0.027477456256747246,12.499999999999952,0.2152375876903534,tensor(0.5122),0.6816204111091793
33,33,1.0675435066223145,13.603221893310547,0.026850242167711258,12.499999999999952,0.20779696106910706,tensor(0.4971),0.693970323074609
34,34,0.9524686336517334,13.573404312133789,0.025638451799750328,12.499999999999952,0.20819853246212006,tensor(0.4971),0.7074692761525512
35,35,0.8354871869087219,13.557842254638672,0.025677043944597244,12.499999999999952,0.21959742903709412,tensor(0.5042),0.702740116044879
36,36,0.9779074788093567,13.510697364807129,0.02556091733276844,12.499999999999952,0.21568529307842255,tensor(0.4958),0.679109217133373
37,37,0.9507021307945251,13.517725944519043,0.02574342116713524,12.499999999999952,0.21566174924373627,tensor(0.5007),0.6767292600125074
38,38,1.0675508975982666,13.502049446105957,0.02558756247162819,12.499999999999952,0.21095654368400574,tensor(0.4983),0.6950950010214001
39,39,1.0545920133590698,13.486512184143066,0.025805532932281494,12.499999999999952,0.21117505431175232,tensor(0.4968),0.6712560679297894
40,40,0.9796467423439026,13.49859619140625,0.02509530447423458,12.499999999999952,0.2116849720478058,tensor(0.4963),0.6976219401694834
41,41,1.0290032625198364,13.47216796875,0.02499542385339737,12.499999999999952,0.21836990118026733,tensor(0.5149),0.6980860810726881
42,42,0.968984842300415,13.419245719909668,0.02460588701069355,12.499999999999952,0.20750877261161804,tensor(0.4885),0.6961241180542856
43,43,0.9957135915756226,13.40286922454834,0.024576231837272644,12.499999999999952,0.21053552627563477,tensor(0.4761),0.6784076120238751
44,44,0.9096401929855347,13.417683601379395,0.023738227784633636,12.499999999999952,0.21995671093463898,tensor(0.5046),0.6886272709816694
45,45,0.9702985286712646,13.42503833770752,0.023846259340643883,12.499999999999952,0.21369914710521698,tensor(0.4868),0.6886955860536546
46,46,0.9165505170822144,13.403735160827637,0.023422395810484886,12.499999999999952,0.21311195194721222,tensor(0.4851),0.6773857641965151
47,47,0.89778733253479,13.394750595092773,0.023118523880839348,12.499999999999952,0.210823655128479,tensor(0.5005),0.687412342056632
48,48,0.9333396553993225,13.391989707946777,0.02336006611585617,12.499999999999952,0.21296337246894836,tensor(0.4927),0.6649726692121476
49,49,0.9265127778053284,13.369333267211914,0.02304394543170929,12.499999999999952,0.21695666015148163,tensor(0.4880),0.7009802020620555
50,50,0.8751001358032227,13.342941284179688,0.022408684715628624,12.499999999999952,0.21262353658676147,tensor(0.4941),0.7005096059292555
51,51,0.7974332571029663,13.344101905822754,0.02188454009592533,12.499999999999952,0.21679916977882385,tensor(0.5032),0.66492671193555
52,52,0.8106098771095276,13.371519088745117,0.021838171407580376,12.499999999999952,0.2174874246120453,tensor(0.5061),0.6830868709366769
53,53,0.786666750907898,13.324896812438965,0.02172960713505745,12.499999999999952,0.21098564565181732,tensor(0.4915),0.6982245820108801
54,54,0.7549198269844055,13.292884826660156,0.021614668890833855,12.499999999999952,0.21001075208187103,tensor(0.4795),0.6759742521680892
55,55,0.8071415424346924,13.268352508544922,0.02154841274023056,12.499999999999952,0.2163330614566803,tensor(0.4910),0.6987741419579834
56,56,0.827999472618103,13.207463264465332,0.021319763734936714,12.499999999999952,0.217220276594162,tensor(0.5066),0.6921930478420109
57,57,0.7842200398445129,13.224770545959473,0.02064792439341545,12.499999999999952,0.21935296058654785,tensor(0.5183),0.6932877628132701
58,58,0.6881845593452454,13.217328071594238,0.020413734018802643,12.499999999999952,0.2136426717042923,tensor(0.4944),0.6944155020173639
59,59,0.750762403011322,13.1887788772583,0.020217983052134514,12.499999999999952,0.219068706035614,tensor(0.5146),0.6912979539483786
60,60,0.7263859510421753,13.179994583129883,0.01984359323978424,12.499999999999952,0.22129949927330017,tensor(0.4844),0.6980100141372532
61,61,0.7497870326042175,13.18339729309082,0.019901443272829056,12.499999999999952,0.22349266707897186,tensor(0.5005),0.707073881989345
62,62,0.753756046295166,13.144881248474121,0.019451048225164413,12.499999999999952,0.21444576978683472,tensor(0.4905),0.7066781600005925
63,63,0.6910157203674316,13.13188648223877,0.019108498468995094,12.499999999999952,0.22445300221443176,tensor(0.5054),0.6986718790140003
64,64,0.672749936580658,13.088739395141602,0.018635954707860947,12.499999999999952,0.2211187481880188,tensor(0.5015),0.7156095430254936
65,65,0.7016376852989197,13.0758056640625,0.01864505745470524,12.499999999999952,0.21917130053043365,tensor(0.4966),0.6907903859391809
66,66,0.6569103002548218,13.095175743103027,0.01842588745057583,12.499999999999952,0.22348815202713013,tensor(0.4907),0.6591233799699694
67,67,0.6258789896965027,13.073418617248535,0.0183088555932045,12.499999999999952,0.22517813742160797,tensor(0.5029),0.705281840171665
68,68,0.587859034538269,13.038460731506348,0.01749468594789505,12.499999999999952,0.22194217145442963,tensor(0.5002),0.6669564188923687
69,69,0.5552812814712524,13.039981842041016,0.0170600563287735,12.499999999999952,0.22022645175457,tensor(0.5081),0.6818601060658693
70,70,0.5216073989868164,13.014718055725098,0.016903506591916084,12.499999999999952,0.22046296298503876,tensor(0.4900),0.6969569318462163
71,71,0.5263735055923462,12.986668586730957,0.01697596348822117,12.499999999999952,0.22767972946166992,tensor(0.5027),0.695395234040916
72,72,0.5085060000419617,12.971331596374512,0.016666216775774956,12.499999999999952,0.22987735271453857,tensor(0.5068),0.653520449064672
73,73,0.49025261402130127,12.956777572631836,0.016870124265551567,12.499999999999952,0.23616193234920502,tensor(0.5176),0.6705525848083198
74,74,0.4921812117099762,12.93397331237793,0.016935789957642555,12.499999999999952,0.2276923507452011,tensor(0.5068),0.6690128000918776
75,75,0.48947039246559143,12.93538761138916,0.017328036949038506,12.499999999999952,0.23349030315876007,tensor(0.5171),0.6800252289976925
76,76,0.46766382455825806,12.889467239379883,0.017987458035349846,12.499999999999952,0.22733373939990997,tensor(0.4780),0.6585001540370286
77,77,0.4838126301765442,12.94333553314209,0.01861453987658024,12.499999999999952,0.22363470494747162,tensor(0.5042),0.6524360319599509
78,78,0.4634835124015808,12.899370193481445,0.01909342221915722,12.499999999999952,0.22421546280384064,tensor(0.4932),0.6745768350083381
79,79,0.4225614070892334,12.943845748901367,0.0200385469943285,12.499999999999952,0.22702528536319733,tensor(0.4897),0.7095051491633058
80,80,0.42372995615005493,12.93535041809082,0.020487483590841293,12.499999999999952,0.23044942319393158,tensor(0.5049),0.6886727979872376
81,81,0.4274044930934906,12.892611503601074,0.020405832678079605,12.499999999999952,0.23522354662418365,tensor(0.5020),0.7036544079892337
82,82,0.5114402770996094,12.895927429199219,0.019589073956012726,12.499999999999952,0.23392051458358765,tensor(0.4985),0.6955468780361116
